reviewerName,reviewText,overall,verified,reviewTime
Samuel Johnson,"PRO-speakers & mega base are not great, but decent for price & size.

CON-1. No auto-reverse on tape player.  2.  Remote does not operate tape player just selects taped music if you've already pressed PLAY beforehand.  3.  Cannot make voice recording using audio in with mic. 4. Buttons do not automatically pop up after rewind,. 5. Poor fit/finish-feels tinny, like it will last 3 mos a- 1 yr @ best. 6. Distorts playing of chrome tapes. 7. Very slow fast forward & RW. 8. Overpriced for what you get.",1,True,"01 19, 2013"
Chantell,"perfect, easy to install. Sturdy. Highly recommend.",5,True,"10 25, 2017"
Minnesota Gold,"Yes, I should have listened to the negative reviewers. They were RIGHT!!!
 This thing does NOT work and is junk to me. I will try and give it to someone I know with a MAC.

Recommend: Do not buy to transfer pictures from anywhere other then MAC. PC won't work.

Oh by the way, if it worked, they would have instructions........",1,True,"06 10, 2013"
Avery,Got the wrong lens,2,True,"01 15, 2018"
Meaad Hassan,Bad controller,1,False,"04 12, 2017"
Amazon Customer,High quality and works great,5,True,"01 25, 2016"
Michael Osburn,"Stopef working in a couple weeks.
Buyer beware",1,True,"01 3, 2016"
EllaMae,Works perfectly for the price.,5,True,"11 14, 2015"
William Marquez,I have three of these in a Qnap ts-669 pro and they have been up and running in RAID 5 for about ten months without a hiccup at all.  These things seem to be bulletproof.  They are of course pretty inexpensive so if I do lose one I can swap it out without breaking the bank.  Great drive I'm glad WD finally got something to cater to the NAS crowd and did so pretty inexpensively as well.  Will be buying more.,4,True,"07 9, 2013"
Jordan,"This is a great GPS mount, far superior to the one that shipped with my TomTom XL.
For starters there are multiple adjustment points, all of which can be locked down or left in a semi-loose state.
The suction foot includes a suction lever that retracts the cup to provide greater suction. This is much better than the standard mounts which require a lot of pushing to get even decent suction.
It has been mounted on the windshield now for the better part of a month in both hot and cold weather with varying levels of humidity and hasn't come loose.
The mount is actually separate from the GPS bracket, which makes me think if you had another of their kits for a different GPS you could easily swap the brackets and use a different GPS unit.
The unit also comes with a moist alcohol wipe.",5,True,"09 13, 2012"
Sean Morgan,"Sounds good, works good",4,True,"05 12, 2015"
R. Brouwer,Cable rates are getting out of hand and I cancelled two remote units and got this over the air antenna. It is simple to attach and easy to hide--and it got all the available channels.,5,True,"03 20, 2016"
HipsterDoofus,"Tried some pretty old drives...

3.5"" IDE Maxtor 6.8GB (1998) - Like starting a car with a weak battery, took a couple tries but finally got it to ""click"" and read.
2.5"" IDE Toshiba 2GB (1997) - Works but drives spins down and back up every 5 minutes while writing to drive.  Also on the unit, both SATA and IDE LED lights flicker even though only IDE drive is attached.

An IDE drive from 2003 and SATA drives works fine.  Sometimes the USB 3.0 light doesn't come on despite it being plugged into the same port.  Replugging usb helps.  Overall a good deal.

Tested on Lenovo t420s w/ Ubuntu/Windows",4,True,"07 6, 2017"
Stonelore Gems,Does what it's supposed to do,5,True,"06 18, 2016"
Pierangelo Espinocilla,"If you bought an Etymotic headset (such as my&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Etymotic-Research-HF2-Earphones-Headset-iPhone-Compatible-Black/dp/B0012OP7HE/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Etymotic Research HF2 Earphones / Headset  (iPhone Compatible) - Black</a>) and use the triple flanged tips, you really should get this replacement pack.

For less than $10 you get 5 extra pairs - a really great deal.

I like to rotate two pairs - one pair is cleaned and drying, while one pair is being used. Very useful when you consider that the design contributes to earwax buildup on the eartips, especially under the flanges (ewwww).

The eartips were exactly the same gray color and design as the pair that came with my HF2s, although they felt slightly stiffer than the original but they worked just as well. Replacing them was a bit tricky, but once you get the hang of it, it's no problem swapping out eartips.",5,True,"10 23, 2009"
Steven Murdock,"These are loud and have great sound quality. The packaging is beautiful and well put together, as you can see in the photos Ive attached. I tried their dual drivers and they were not loud enough at all. These pack a punch and have a nice thick sound. They come with a lot of ear piece options, a clip, and a nice case with a magnetic lid. There is also a dual aux pronged device included, although I don't know what it does.",5,False,"09 7, 2018"
D. Kauble,"LOVE it.  Works and sounds great, easy to use and to upload to my computer and holds hours of audio.  Worth every dime!",5,True,"04 19, 2009"
jesica y farrier,"Went dead on me.. But , Thanks for the refund. I got a new one and now no charge . These products are poorly put together ..",1,True,"06 7, 2015"
vilegrin,usb to my computer for charging. 3.5mm jack for audio. good sound for such cheap and small speakers,4,True,"03 6, 2015"
Alec,"Really flimsy and feels like it can break at any moment. Forget about using this as your regular keyboard because the keys are circular, small, and really close together.",2,True,"02 11, 2015"
Lorraine Warren,"Pros:
- small and cute
- decent sound quality
- affordable
- one of the many alternatives to the ipod
- durable w/ a case
- recorder

cons:
- freezes too often (way too often!)
- you can not listen to music and charge at the same  time
- you can only use one format for video
- i had to resync some of my songs because they froze half way or were mixed up with some other songs.
- takes quite a long time to load up after refreshing music.

overall, worth the price and good sound quality.",4,False,"08 5, 2009"
